state;county_id;precinct_name;office_id;office_name;district;candidate_order_code;candidate_name;suffix;incumbent_code;party_affiliation;county_num_precincts_reporting;county_total_num_precincts_voting;candidate_votes;candidate_percent_vote;total_race_votes
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;MIKE MUELLER                                   ;NA;NA;NP;47;47;41;3.71;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;TOM BURMAN                                     ;NA;NA;NP;47;47;99;8.95;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DALE K LUECK                                   ;NA;NA;NP;47;47;229;20.71;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;JON OLSON                                      ;NA;NA;NP;47;47;117;10.58;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DICK SIEMERS                                   ;NA;NA;NP;47;47;394;35.62;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;WAYNE A BARNEVELD                              ;NA;NA;NP;47;47;226;20.43;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;DARRELL E BRUGGMAN                             ;NA;NA;NP;47;47;406;59.53;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;KERRY "RED" BOYER                              ;NA;NA;NP;47;47;127;18.62;NA
MN;01;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;WILLIAM M COOK                                 ;NA;NA;NP;47;47;149;21.85;NA
MN;03;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;PAUL (STEVE) NILSON                            ;NA;NA;NP;47;47;394;26.68;NA
MN;03;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;THOMAS P. HOLWEGER                             ;NA;NA;NP;47;47;464;31.42;NA
MN;03;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;CAROLYN ENGEBRETSON                            ;NA;NA;NP;47;47;619;41.91;NA
MN;03;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;HARRY SALMINEN                                 ;NA;NA;NP;47;47;437;36.51;NA
MN;03;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;RICHARD JOHANNSEN                              ;NA;NA;NP;47;47;562;46.95;NA
MN;03;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;BOBBY L. CATES                                 ;NA;NA;NP;47;47;198;16.54;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;MICHELLE TRAEGER-NELSON                        ;NA;NA;NP;61;61;62;9.49;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;BETTY R CARLSON                                ;NA;NA;NP;61;61;81;12.4;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;VICKI HAUGEN                                   ;NA;NA;NP;61;61;282;43.19;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;JOHN R O'BOYLE                                 ;NA;NA;NP;61;61;228;34.92;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;LINDA BEDEAU                                   ;NA;NA;NP;61;61;222;22.91;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;QUENTIN G FAIRBANKS                            ;NA;NA;NP;61;61;392;40.45;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;LESTER (TOM) WALING                            ;NA;NA;NP;61;61;102;10.53;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;LYLE DAKEN                                     ;NA;NA;NP;61;61;170;17.54;NA
MN;04;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;WALLACE BYKLUM                                 ;NA;NA;NP;61;61;83;8.57;NA
MN;05;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;RICHARD "DICK" SOYKA                           ;NA;NA;NP;29;29;225;31.42;NA
MN;05;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;SPENCER C BUERKLE                              ;NA;NA;NP;29;29;272;37.99;NA
MN;05;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;ED MAIER                                       ;NA;NA;NP;29;29;219;30.59;NA
MN;05;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;MARK HETCHLER                                  ;NA;NA;NP;29;29;119;22.8;NA
MN;05;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;EARL (BUTCH) BUKOWSKI                          ;NA;NA;NP;29;29;308;59;NA
MN;05;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;MARK F EBNET                                   ;NA;NA;NP;29;29;95;18.2;NA
MN;07;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;KRIS  C. MILLER                                ;NA;NA;NP;54;54;98;7.92;NA
MN;07;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;KARL O. FRIEDRICHS                             ;NA;NA;NP;54;54;204;16.49;NA
MN;07;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;KIP E. BRUENDER                                ;NA;NA;NP;54;54;255;20.61;NA
MN;07;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;RAY "JIGGS" PHELPS                             ;NA;NA;NP;54;54;148;11.96;NA
MN;07;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;ALVIS MORE                                     ;NA;NA;NP;54;54;532;43.01;NA
MN;09;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;PAT GOAD SR                                    ;NA;NA;NP;37;37;64;5.19;NA
MN;09;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;TED PIHLMAN                                    ;NA;NA;NP;37;37;773;62.69;NA
MN;09;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;BROMLEY FANNING                                ;NA;NA;NP;37;37;48;3.89;NA
MN;09;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;DANIEL REED                                    ;NA;NA;NP;37;37;348;28.22;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;CONRAD FISKNESS                                ;NA;NA;NP;31;31;385;19.4;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;KATHLEEN E PECK                                ;NA;NA;NP;31;31;317;15.97;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;JULIANNE ORTMAN                                ;NA;NA;NP;31;31;777;39.14;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;DONALD T SMITH                                 ;NA;NA;NP;31;31;103;5.19;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;BRAD JOHNSON                                   ;NA;NA;NP;31;31;403;20.3;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;HARLAN DOBRATZ                                 ;NA;NA;NP;31;31;604;44.15;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;RANDALL (RANDY) SCHULTZ                        ;NA;NA;NP;31;31;280;20.47;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;PAUL NEUMANN                                   ;NA;NA;NP;31;31;421;30.77;NA
MN;10;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;MARK DUDEK                                     ;NA;NA;NP;31;31;63;4.61;NA
MN;11;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;JIM DOWSON                                     ;NA;NA;NP;72;72;322;30.78;NA
MN;11;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;PAUL ZAFFKE                                    ;NA;NA;NP;72;72;121;11.57;NA
MN;11;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;MONA L. GLASSMANN                              ;NA;NA;NP;72;72;191;18.26;NA
MN;11;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;JIM WORCESTER                                  ;NA;NA;NP;72;72;212;20.27;NA
MN;11;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;KATHLEEN M. MILLER                             ;NA;NA;NP;72;72;90;8.6;NA
MN;11;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;KENT NELSON                                    ;NA;NA;NP;72;72;110;10.52;NA
MN;12;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;ORVILLE MEINTS                                 ;NA;NA;NP;27;27;204;32.28;NA
MN;12;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;JEFFREY P. LOPEZ                               ;NA;NA;NP;27;27;270;42.72;NA
MN;12;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;STAN HARMS                                     ;NA;NA;NP;27;27;158;25;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;BOB GUSTAFSON                                  ;NA;NA;NP;22;22;471;33.59;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;CURT FLUG                                      ;NA;NA;NP;22;22;342;24.39;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;NORA HOLT                                      ;NA;NA;NP;22;22;589;42.01;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;CATHY MORK                                     ;NA;NA;NP;22;22;224;18.97;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;PHIL LEIER                                     ;NA;NA;NP;22;22;179;15.16;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;MIKE ROBINSON                                  ;NA;NA;NP;22;22;265;22.44;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;MAE KIEPER                                     ;NA;NA;NP;22;22;325;27.52;NA
MN;13;NA;NA;COUNTY COMMISSIONER DISTRICT 5;NA;NA;DAVE COBB                                      ;NA;NA;NP;22;22;188;15.92;NA
MN;14;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;DEAN L GUIDA                                   ;NA;NA;NP;54;54;106;25.6;NA
MN;14;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;BEN E BRUNSVOLD                                ;NA;NA;NP;54;54;168;40.58;NA
MN;14;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;EDDIE BERNHARDSON                              ;NA;NA;NP;54;54;140;33.82;NA
MN;15;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DALE BELLEFY                                   ;NA;NA;NP;29;29;41;12.46;NA
MN;15;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DEAN NEWLAND                                   ;NA;NA;NP;29;29;98;29.79;NA
MN;15;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;RON KNABLE                                     ;NA;NA;NP;29;29;56;17.02;NA
MN;15;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DAROL MELBY                                    ;NA;NA;NP;29;29;76;23.1;NA
MN;15;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DENNIS PEMBERTON                               ;NA;NA;NP;29;29;26;7.9;NA
MN;15;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;GARY L. GAISBAUER                              ;NA;NA;NP;29;29;32;9.73;NA
MN;16;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;DALE GILBERT BOCKOVICH                         ;NA;NA;NP;10;10;82;21.81;NA
MN;16;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;GENE R. ERICKSON                               ;NA;NA;NP;10;10;88;23.4;NA
MN;16;NA;NA;COUNTY COMMISSIONER DISTRICT 4;NA;NA;CAROL GRESCZYK                                 ;NA;NA;NP;10;10;206;54.79;NA
MN;18;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;DEWAYNE "DEWEY" TAUTGES                        ;NA;NA;NP;59;59;698;53.45;NA
MN;18;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;W. STEVEN SMITH                                ;NA;NA;NP;59;59;100;7.66;NA
MN;18;NA;NA;COUNTY COMMISSIONER DISTRICT 1;NA;NA;JAMES (JIM) HILL                               ;NA;NA;NP;59;59;508;38.9;NA
MN;20;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;DAVID EIDE                                     ;NA;NA;NP;19;19;86;27.83;NA
MN;20;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;WAYNE MCCOLLEY                                 ;NA;NA;NP;19;19;132;42.72;NA
MN;20;NA;NA;COUNTY COMMISSIONER DISTRICT 2;NA;NA;RODNEY R PETERSON                              ;NA;NA;NP;19;19;91;29.45;NA
MN;21;NA;NA;COUNTY COMMISSIONER DISTRICT 3;NA;NA;JERALD D TOMFORD                               ;NA;NA;NP;35;35;319;27.03;NA
